sample,ratio,condition,amino_acid,batch,ratio_sample_is,ratio_adj,concentration_sample_uM,cell_line,dox_conc,timepoint,replicate
39,5.71E+00,4.33,Ile,2,0.05,1.14E+02,494.7458,M,1000,20,1
40,5.78E+00,4.33,Ile,2,0.05,1.16E+02,500.7212,M,0,22,1
41,5.36E+00,4.33,Ile,2,0.05,1.07E+02,464.5224,M,100,22,1
42,5.52E+00,4.33,Ile,2,0.05,1.10E+02,478.3784,M,1000,22,1
43,5.63E+00,4.33,Ile,2,0.05,1.13E+02,487.6446,M,0,24,1
44,5.64E+00,4.33,Ile,2,0.05,1.13E+02,488.6838,M,100,24,1
45,5.35E+00,4.33,Ile,2,0.05,1.07E+02,462.877,M,1000,24,1
46,5.15E+00,4.33,Ile,2,0.05,1.03E+02,445.7302,E,0,16,1
47,5.74E+00,4.33,Ile,2,0.05,1.15E+02,497.1706,E,100,16,1
48,6.22E+00,4.33,Ile,2,0.05,1.24E+02,538.5654,E,1000,16,1
49,5.02E+00,4.33,Ile,2,0.05,1.00E+02,434.299,E,0,18,1
50,5.64E+00,4.33,Ile,2,0.05,1.13E+02,488.1642,E,100,18,1
51,4.99E+00,4.33,Ile,2,0.05,9.99E+01,432.4804,E,1000,18,1
52,5.63E+00,4.33,Ile,2,0.05,1.13E+02,487.4714,E,0,20,1
53,5.14E+00,4.33,Ile,2,0.05,1.03E+02,445.124,E,100,20,1
54,5.06E+00,4.33,Ile,2,0.05,1.01E+02,437.9362,E,1000,20,1
55,5.28E+00,4.33,Ile,2,0.05,1.06E+02,457.4212,E,0,22,1
56,5.25E+00,4.33,Ile,2,0.05,1.05E+02,454.4768,E,100,22,1
57,5.75E+00,4.33,Ile,2,0.05,1.15E+02,497.95,E,1000,22,1
58,5.15E+00,4.33,Ile,2,0.05,1.03E+02,445.99,E,0,24,1
59,5.65E+00,4.33,Ile,2,0.05,1.13E+02,489.5498,E,100,24,1
60,5.87E+00,4.33,Ile,2,0.05,1.17E+02,508.5152,E,1000,24,1
M0,2.11E+00,4.29,Leu,2,0.05,4.23E+01,181.3812,,,,
M0,2.71E+00,4.29,Leu,2,0.05,5.41E+01,232.2606,,,,
31,2.23E+00,4.29,Leu,2,0.05,4.45E+01,190.905,M,0,16,1
32,5.20E+00,4.29,Leu,2,0.05,1.04E+02,445.9026,M,100,16,1
33,4.87E+00,4.29,Leu,2,0.05,9.73E+01,417.5028,M,1000,16,1
34,4.69E+00,4.29,Leu,2,0.05,9.37E+01,402.1446,M,0,18,1
35,5.20E+00,4.29,Leu,2,0.05,1.04E+02,446.0742,M,100,18,1
36,5.87E+00,4.29,Leu,2,0.05,1.17E+02,503.7318,M,1000,18,1
37,5.08E+00,4.29,Leu,2,0.05,1.02E+02,435.6924,M,0,20,1
38,4.95E+00,4.29,Leu,2,0.05,9.90E+01,424.6242,M,100,20,1
39,6.16E+00,4.29,Leu,2,0.05,1.23E+02,528.4422,M,1000,20,1
40,4.97E+00,4.29,Leu,2,0.05,9.95E+01,426.7692,M,0,22,1
41,4.90E+00,4.29,Leu,2,0.05,9.79E+01,420.1626,M,100,22,1
42,5.22E+00,4.29,Leu,2,0.05,1.04E+02,447.9618,M,1000,22,1
43,5.70E+00,4.29,Leu,2,0.05,1.14E+02,488.9742,M,0,24,1
44,4.86E+00,4.29,Leu,2,0.05,9.73E+01,417.2454,M,100,24,1
45,4.83E+00,4.29,Leu,2,0.05,9.67E+01,414.6714,M,1000,24,1
46,4.93E+00,4.29,Leu,2,0.05,9.86E+01,422.994,E,0,16,1
47,5.07E+00,4.29,Leu,2,0.05,1.01E+02,435.0918,E,100,16,1
48,5.17E+00,4.29,Leu,2,0.05,1.03E+02,443.6718,E,1000,16,1
49,4.29E+00,4.29,Leu,2,0.05,8.58E+01,367.9962,E,0,18,1
50,5.93E+00,4.29,Leu,2,0.05,1.19E+02,508.9656,E,100,18,1
51,4.66E+00,4.29,Leu,2,0.05,9.33E+01,400.0854,E,1000,18,1
52,4.99E+00,4.29,Leu,2,0.05,9.98E+01,428.3136,E,0,20,1
53,4.60E+00,4.29,Leu,2,0.05,9.19E+01,394.3368,E,100,20,1
54,5.82E+00,4.29,Leu,2,0.05,1.16E+02,499.6134,E,1000,20,1
55,4.40E+00,4.29,Leu,2,0.05,8.79E+01,377.1768,E,0,22,1
56,5.95E+00,4.29,Leu,2,0.05,1.19E+02,510.1668,E,100,22,1
57,4.85E+00,4.29,Leu,2,0.05,9.70E+01,416.3016,E,1000,22,1
58,4.78E+00,4.29,Leu,2,0.05,9.55E+01,409.8666,E,0,24,1
59,5.34E+00,4.29,Leu,2,0.05,1.07E+02,457.8288,E,100,24,1
60,4.90E+00,4.29,Leu,2,0.05,9.81E+01,420.6774,E,1000,24,1
M0,2.21E+00,4.64,Phe,2,0.05,4.42E+01,204.9952,,,,
M0,2.19E+00,4.64,Phe,2,0.05,4.38E+01,203.1392,,,,
31,2.11E+00,4.64,Phe,2,0.05,4.21E+01,195.5296,M,0,16,1
32,2.04E+00,4.64,Phe,2,0.05,4.08E+01,189.4048,M,100,16,1
33,2.08E+00,4.64,Phe,2,0.05,4.15E+01,192.7456,M,1000,16,1
34,1.99E+00,4.64,Phe,2,0.05,3.99E+01,185.0432,M,0,18,1
35,2.03E+00,4.64,Phe,2,0.05,4.05E+01,188.1056,M,100,18,1
36,1.87E+00,4.64,Phe,2,0.05,3.74E+01,173.7216,M,1000,18,1
37,2.02E+00,4.64,Phe,2,0.05,4.03E+01,187.1776,M,0,20,1
38,1.96E+00,4.64,Phe,2,0.05,3.92E+01,181.888,M,100,20,1
39,2.06E+00,4.64,Phe,2,0.05,4.13E+01,191.4464,M,1000,20,1
40,1.97E+00,4.64,Phe,2,0.05,3.95E+01,183.0944,M,0,22,1
41,1.92E+00,4.64,Phe,2,0.05,3.84E+01,178.2688,M,100,22,1
42,1.86E+00,4.64,Phe,2,0.05,3.72E+01,172.7008,M,1000,22,1
43,1.95E+00,4.64,Phe,2,0.05,3.90E+01,181.1456,M,0,24,1
44,1.80E+00,4.64,Phe,2,0.05,3.60E+01,167.2256,M,100,24,1
45,1.88E+00,4.64,Phe,2,0.05,3.76E+01,174.464,M,1000,24,1
46,2.07E+00,4.64,Phe,2,0.05,4.14E+01,191.9104,E,0,16,1
47,1.98E+00,4.64,Phe,2,0.05,3.95E+01,183.3728,E,100,16,1
48,2.08E+00,4.64,Phe,2,0.05,4.15E+01,192.7456,E,1000,16,1
49,1.97E+00,4.64,Phe,2,0.05,3.94E+01,182.816,E,0,18,1
50,1.94E+00,4.64,Phe,2,0.05,3.89E+01,180.3104,E,100,18,1
51,1.96E+00,4.64,Phe,2,0.05,3.92E+01,181.9808,E,1000,18,1
52,2.00E+00,4.64,Phe,2,0.05,4.00E+01,185.4144,E,0,20,1
53,1.95E+00,4.64,Phe,2,0.05,3.90E+01,181.1456,E,100,20,1
54,1.94E+00,4.64,Phe,2,0.05,3.87E+01,179.7536,E,1000,20,1
55,1.87E+00,4.64,Phe,2,0.05,3.73E+01,173.1648,E,0,22,1
56,2.14E+00,4.64,Phe,2,0.05,4.28E+01,198.4992,E,100,22,1
57,2.10E+00,4.64,Phe,2,0.05,4.20E+01,194.6944,E,1000,22,1
58,2.00E+00,4.64,Phe,2,0.05,4.01E+01,185.8784,E,0,24,1
59,1.93E+00,4.64,Phe,2,0.05,3.85E+01,178.7328,E,100,24,1
60,2.08E+00,4.64,Phe,2,0.05,4.15E+01,192.56,E,1000,24,1
M0,4.46E-01,4.01,Trp,2,0.05,8.92E+00,35.78524,,,,
M0,5.37E-01,4.01,Trp,2,0.05,1.07E+01,43.0273,,,,
31,4.36E-01,4.01,Trp,2,0.05,8.71E+00,34.93512,M,0,16,1
32,4.23E-01,4.01,Trp,2,0.05,8.45E+00,33.89252,M,100,16,1
33,4.51E-01,4.01,Trp,2,0.05,9.02E+00,36.18624,M,1000,16,1
34,4.38E-01,4.01,Trp,2,0.05,8.76E+00,35.14364,M,0,18,1
35,4.43E-01,4.01,Trp,2,0.05,8.86E+00,35.5286,M,100,18,1
36,3.97E-01,4.01,Trp,2,0.05,7.94E+00,31.82336,M,1000,18,1
37,4.79E-01,4.01,Trp,2,0.05,9.58E+00,38.40778,M,0,20,1
38,4.50E-01,4.01,Trp,2,0.05,8.99E+00,36.0499,M,100,20,1
39,4.48E-01,4.01,Trp,2,0.05,8.95E+00,35.8895,M,1000,20,1
40,4.58E-01,4.01,Trp,2,0.05,9.16E+00,36.72358,M,0,22,1
41,4.52E-01,4.01,Trp,2,0.05,9.04E+00,36.2504,M,100,22,1
42,4.30E-01,4.01,Trp,2,0.05,8.60E+00,34.486,M,1000,22,1
43,4.09E-01,4.01,Trp,2,0.05,8.18E+00,32.78576,M,0,24,1
44,4.32E-01,4.01,Trp,2,0.05,8.64E+00,34.63036,M,100,24,1
45,4.36E-01,4.01,Trp,2,0.05,8.72E+00,34.97522,M,1000,24,1
46,5.24E-01,4.01,Trp,2,0.05,1.05E+01,42.03282,E,0,16,1
47,4.21E-01,4.01,Trp,2,0.05,8.41E+00,33.7241,E,100,16,1
48,5.11E-01,4.01,Trp,2,0.05,1.02E+01,40.96616,E,1000,16,1
49,4.65E-01,4.01,Trp,2,0.05,9.29E+00,37.26894,E,0,18,1
50,4.92E-01,4.01,Trp,2,0.05,9.84E+00,39.44236,E,100,18,1
51,3.93E-01,4.01,Trp,2,0.05,7.85E+00,31.48652,E,1000,18,1
52,5.04E-01,4.01,Trp,2,0.05,1.01E+01,40.39674,E,0,20,1
53,4.09E-01,4.01,Trp,2,0.05,8.19E+00,32.82586,E,100,20,1
54,3.76E-01,4.01,Trp,2,0.05,7.51E+00,30.13114,E,1000,20,1
55,4.83E-01,4.01,Trp,2,0.05,9.66E+00,38.7366,E,0,22,1
56,4.86E-01,4.01,Trp,2,0.05,9.71E+00,38.95314,E,100,22,1
57,4.44E-01,4.01,Trp,2,0.05,8.87E+00,35.5687,E,1000,22,1
58,4.40E-01,4.01,Trp,2,0.05,8.80E+00,35.27196,E,0,24,1
59,3.84E-01,4.01,Trp,2,0.05,7.68E+00,30.78878,E,100,24,1
60,3.86E-01,4.01,Trp,2,0.05,7.73E+00,30.98928,E,1000,24,1
M0,7.03E-01,3.71,Asn,3,0.05,1.41E+01,52.14776,,,,
M0,7.08E-01,3.71,Asn,3,0.05,1.42E+01,52.50392,,,,
61,6.82E-01,3.71,Asn,3,0.05,1.36E+01,50.6044,TM,0,16,2
62,6.15E-01,3.71,Asn,3,0.05,1.23E+01,45.633,TM,100,16,2
63,6.86E-01,3.71,Asn,3,0.05,1.37E+01,50.87152,TM,1000,16,2
64,6.89E-01,3.71,Asn,3,0.05,1.38E+01,51.10896,TM,0,18,2
65,6.18E-01,3.71,Asn,3,0.05,1.24E+01,45.8556,TM,100,18,2
66,6.34E-01,3.71,Asn,3,0.05,1.27E+01,47.01312,TM,1000,18,2
67,5.53E-01,3.71,Asn,3,0.05,1.11E+01,41.01776,TM,0,20,2
68,6.04E-01,3.71,Asn,3,0.05,1.21E+01,44.79454,TM,100,20,2
69,6.03E-01,3.71,Asn,3,0.05,1.21E+01,44.7055,TM,1000,20,2
70,6.65E-01,3.71,Asn,3,0.05,1.33E+01,49.3059,TM,0,22,2
71,4.68E-01,3.71,Asn,3,0.05,9.36E+00,34.74044,TM,100,22,2
72,5.78E-01,3.71,Asn,3,0.05,1.16E+01,42.8876,TM,1000,22,2
73,5.70E-01,3.71,Asn,3,0.05,1.14E+01,42.27916,TM,0,24,2
74,4.91E-01,3.71,Asn,3,0.05,9.82E+00,36.44704,TM,100,24,2
75,4.99E-01,3.71,Asn,3,0.05,9.98E+00,37.04064,TM,1000,24,2
76,5.97E-01,3.71,Asn,3,0.05,1.19E+01,44.31966,T,0,16,2
77,6.21E-01,3.71,Asn,3,0.05,1.24E+01,46.04852,T,100,16,2
78,6.10E-01,3.71,Asn,3,0.05,1.22E+01,45.26942,T,1000,16,2
79,5.65E-01,3.71,Asn,3,0.05,1.13E+01,41.8859,T,0,18,2
80,8.04E-01,3.71,Asn,3,0.05,1.61E+01,59.68648,T,100,18,2
81,5.27E-01,3.71,Asn,3,0.05,1.05E+01,39.07372,T,1000,18,2
82,5.95E-01,3.71,Asn,3,0.05,1.19E+01,44.15642,T,0,20,2
83,5.10E-01,3.71,Asn,3,0.05,1.02E+01,37.85684,T,100,20,2
84,5.28E-01,3.71,Asn,3,0.05,1.06E+01,39.20728,T,1000,20,2
85,5.14E-01,3.71,Asn,3,0.05,1.03E+01,38.15364,T,0,22,2
86,5.94E-01,3.71,Asn,3,0.05,1.19E+01,44.05996,T,100,22,2
87,5.66E-01,3.71,Asn,3,0.05,1.13E+01,41.98236,T,1000,22,2
88,4.11E-01,3.71,Asn,3,0.05,8.21E+00,30.47394,T,0,24,2
89,5.12E-01,3.71,Asn,3,0.05,1.02E+01,37.99782,T,100,24,2
90,5.11E-01,3.71,Asn,3,0.05,1.02E+01,37.8791,T,1000,24,2
91,6.15E-01,3.71,Asn,3,0.05,1.23E+01,45.633,M,0,16,2
92,5.87E-01,3.71,Asn,3,0.05,1.17E+01,43.57024,M,100,16,2
93,6.29E-01,3.71,Asn,3,0.05,1.26E+01,46.64212,M,1000,16,2
94,5.33E-01,3.71,Asn,3,0.05,1.07E+01,39.5115,M,0,18,2
95,5.00E-01,3.71,Asn,3,0.05,9.99E+00,37.07032,M,100,18,2
96,6.37E-01,3.71,Asn,3,0.05,1.27E+01,47.25056,M,1000,18,2
97,6.39E-01,3.71,Asn,3,0.05,1.28E+01,47.4138,M,0,20,2
98,5.00E-01,3.71,Asn,3,0.05,1.00E+01,37.08516,M,100,20,2
99,6.39E-01,3.71,Asn,3,0.05,1.28E+01,47.4138,M,1000,20,2
100,5.65E-01,3.71,Asn,3,0.05,1.13E+01,41.94526,M,0,22,2
101,5.81E-01,3.71,Asn,3,0.05,1.16E+01,43.12504,M,100,22,2
102,5.82E-01,3.71,Asn,3,0.05,1.16E+01,43.16956,M,1000,22,2
103,5.47E-01,3.71,Asn,3,0.05,1.09E+01,40.55772,M,0,24,2
104,5.78E-01,3.71,Asn,3,0.05,1.16E+01,42.89502,M,100,24,2
105,5.67E-01,3.71,Asn,3,0.05,1.13E+01,42.0343,M,1000,24,2
106,6.37E-01,3.71,Asn,3,0.05,1.27E+01,47.28766,E,0,16,2
107,6.17E-01,3.71,Asn,3,0.05,1.23E+01,45.7814,E,100,16,2
108,6.43E-01,3.71,Asn,3,0.05,1.29E+01,47.73286,E,1000,16,2
109,5.76E-01,3.71,Asn,3,0.05,1.15E+01,42.70952,E,0,18,2
110,6.34E-01,3.71,Asn,3,0.05,1.27E+01,47.0428,E,100,18,2
111,5.97E-01,3.71,Asn,3,0.05,1.19E+01,44.28998,E,1000,18,2
112,5.91E-01,3.71,Asn,3,0.05,1.18E+01,43.82994,E,0,20,2
113,6.84E-01,3.71,Asn,3,0.05,1.37E+01,50.77506,E,100,20,2
114,5.79E-01,3.71,Asn,3,0.05,1.16E+01,42.99148,E,1000,20,2
115,5.77E-01,3.71,Asn,3,0.05,1.15E+01,42.83566,E,0,22,2
116,4.81E-01,3.71,Asn,3,0.05,9.62E+00,35.70504,E,100,22,2
117,5.69E-01,3.71,Asn,3,0.05,1.14E+01,42.24948,E,1000,22,2
118,5.31E-01,3.71,Asn,3,0.05,1.06E+01,39.40762,E,0,24,2
119,5.48E-01,3.71,Asn,3,0.05,1.10E+01,40.69128,E,100,24,2
120,5.93E-01,3.71,Asn,3,0.05,1.19E+01,43.97092,E,1000,24,2
M0,2.91E+00,4.4,Ser,3,0.05,5.81E+01,255.728,,,,
M0,2.59E+00,4.4,Ser,3,0.05,5.18E+01,228.096,,,,
61,2.40E+00,4.4,Ser,3,0.05,4.79E+01,210.936,TM,0,16,2
62,2.06E+00,4.4,Ser,3,0.05,4.12E+01,181.368,TM,100,16,2
63,2.32E+00,4.4,Ser,3,0.05,4.65E+01,204.512,TM,1000,16,2
64,2.07E+00,4.4,Ser,3,0.05,4.15E+01,182.424,TM,0,18,2
65,2.02E+00,4.4,Ser,3,0.05,4.04E+01,177.848,TM,100,18,2
66,2.15E+00,4.4,Ser,3,0.05,4.30E+01,189.288,TM,1000,18,2
67,1.95E+00,4.4,Ser,3,0.05,3.89E+01,171.16,TM,0,20,2
68,2.05E+00,4.4,Ser,3,0.05,4.09E+01,180.048,TM,100,20,2
69,2.01E+00,4.4,Ser,3,0.05,4.02E+01,177.056,TM,1000,20,2
70,1.76E+00,4.4,Ser,3,0.05,3.52E+01,154.704,TM,0,22,2
71,1.75E+00,4.4,Ser,3,0.05,3.50E+01,154,TM,100,22,2
72,2.06E+00,4.4,Ser,3,0.05,4.13E+01,181.544,TM,1000,22,2
73,1.64E+00,4.4,Ser,3,0.05,3.29E+01,144.672,TM,0,24,2
74,1.72E+00,4.4,Ser,3,0.05,3.43E+01,151.008,TM,100,24,2
75,1.97E+00,4.4,Ser,3,0.05,3.93E+01,172.92,TM,1000,24,2
76,1.80E+00,4.4,Ser,3,0.05,3.60E+01,158.312,T,0,16,2
77,1.92E+00,4.4,Ser,3,0.05,3.84E+01,169.048,T,100,16,2
78,2.12E+00,4.4,Ser,3,0.05,4.23E+01,186.296,T,1000,16,2
79,1.91E+00,4.4,Ser,3,0.05,3.82E+01,168.08,T,0,18,2
80,2.00E+00,4.4,Ser,3,0.05,3.99E+01,175.648,T,100,18,2
81,1.97E+00,4.4,Ser,3,0.05,3.94E+01,173.184,T,1000,18,2
82,1.58E+00,4.4,Ser,3,0.05,3.16E+01,139.128,T,0,20,2
83,1.60E+00,4.4,Ser,3,0.05,3.19E+01,140.36,T,100,20,2
84,1.68E+00,4.4,Ser,3,0.05,3.36E+01,147.928,T,1000,20,2
85,1.51E+00,4.4,Ser,3,0.05,3.03E+01,133.232,T,0,22,2
86,1.59E+00,4.4,Ser,3,0.05,3.18E+01,139.832,T,100,22,2
87,1.61E+00,4.4,Ser,3,0.05,3.22E+01,141.592,T,1000,22,2
88,1.32E+00,4.4,Ser,3,0.05,2.64E+01,115.984,T,0,24,2
89,1.40E+00,4.4,Ser,3,0.05,2.81E+01,123.552,T,100,24,2
90,1.46E+00,4.4,Ser,3,0.05,2.91E+01,128.04,T,1000,24,2
91,1.85E+00,4.4,Ser,3,0.05,3.70E+01,162.976,M,0,16,2
92,1.85E+00,4.4,Ser,3,0.05,3.69E+01,162.36,M,100,16,2
93,1.84E+00,4.4,Ser,3,0.05,3.68E+01,161.92,M,1000,16,2
94,1.82E+00,4.4,Ser,3,0.05,3.63E+01,159.808,M,0,18,2
95,1.67E+00,4.4,Ser,3,0.05,3.35E+01,147.224,M,100,18,2
96,1.92E+00,4.4,Ser,3,0.05,3.84E+01,169.136,M,1000,18,2
97,1.69E+00,4.4,Ser,3,0.05,3.38E+01,148.632,M,0,20,2
98,1.55E+00,4.4,Ser,3,0.05,3.11E+01,136.752,M,100,20,2
99,1.63E+00,4.4,Ser,3,0.05,3.26E+01,143.528,M,1000,20,2
100,1.59E+00,4.4,Ser,3,0.05,3.18E+01,139.832,M,0,22,2
101,1.38E+00,4.4,Ser,3,0.05,2.76E+01,121.616,M,100,22,2
102,1.53E+00,4.4,Ser,3,0.05,3.05E+01,134.2,M,1000,22,2
103,1.44E+00,4.4,Ser,3,0.05,2.87E+01,126.28,M,0,24,2
104,1.31E+00,4.4,Ser,3,0.05,2.62E+01,115.192,M,100,24,2
105,1.48E+00,4.4,Ser,3,0.05,2.95E+01,129.8,M,1000,24,2
106,1.83E+00,4.4,Ser,3,0.05,3.67E+01,161.392,E,0,16,2
107,1.94E+00,4.4,Ser,3,0.05,3.87E+01,170.456,E,100,16,2
108,1.79E+00,4.4,Ser,3,0.05,3.58E+01,157.432,E,1000,16,2
109,1.75E+00,4.4,Ser,3,0.05,3.51E+01,154.352,E,0,18,2
110,1.66E+00,4.4,Ser,3,0.05,3.31E+01,145.816,E,100,18,2
111,1.65E+00,4.4,Ser,3,0.05,3.30E+01,145.376,E,1000,18,2
112,1.61E+00,4.4,Ser,3,0.05,3.22E+01,141.68,E,0,20,2
113,1.66E+00,4.4,Ser,3,0.05,3.32E+01,145.992,E,100,20,2
114,1.73E+00,4.4,Ser,3,0.05,3.46E+01,152.416,E,1000,20,2
115,1.56E+00,4.4,Ser,3,0.05,3.12E+01,137.192,E,0,22,2
116,1.50E+00,4.4,Ser,3,0.05,3.01E+01,132.264,E,100,22,2
117,1.71E+00,4.4,Ser,3,0.05,3.42E+01,150.304,E,1000,22,2
118,1.36E+00,4.4,Ser,3,0.05,2.71E+01,119.328,E,0,24,2
119,1.33E+00,4.4,Ser,3,0.05,2.65E+01,116.688,E,100,24,2
120,1.42E+00,4.4,Ser,3,0.05,2.84E+01,125.048,E,1000,24,2
M0,2.97E+00,3.62,Gly,3,0.05,5.93E+01,214.666,,,,
M0,2.76E+00,3.62,Gly,3,0.05,5.52E+01,199.9688,,,,
61,3.27E+00,3.62,Gly,3,0.05,6.53E+01,236.4584,TM,0,16,2
62,3.00E+00,3.62,Gly,3,0.05,6.01E+01,217.4896,TM,100,16,2
63,3.20E+00,3.62,Gly,3,0.05,6.39E+01,231.4628,TM,1000,16,2
64,3.24E+00,3.62,Gly,3,0.05,6.48E+01,234.576,TM,0,18,2
65,3.05E+00,3.62,Gly,3,0.05,6.10E+01,220.82,TM,100,18,2
66,3.05E+00,3.62,Gly,3,0.05,6.10E+01,220.7476,TM,1000,18,2
67,3.10E+00,3.62,Gly,3,0.05,6.19E+01,224.1504,TM,0,20,2
68,3.24E+00,3.62,Gly,3,0.05,6.48E+01,234.6484,TM,100,20,2
69,3.08E+00,3.62,Gly,3,0.05,6.15E+01,222.63,TM,1000,20,2
70,3.26E+00,3.62,Gly,3,0.05,6.52E+01,236.024,TM,0,22,2
71,2.95E+00,3.62,Gly,3,0.05,5.89E+01,213.3628,TM,100,22,2
72,3.02E+00,3.62,Gly,3,0.05,6.03E+01,218.4308,TM,1000,22,2
73,2.94E+00,3.62,Gly,3,0.05,5.87E+01,212.6388,TM,0,24,2
74,2.81E+00,3.62,Gly,3,0.05,5.62E+01,203.444,TM,100,24,2
75,2.93E+00,3.62,Gly,3,0.05,5.85E+01,211.77,TM,1000,24,2
76,3.13E+00,3.62,Gly,3,0.05,6.26E+01,226.5396,T,0,16,2
77,2.90E+00,3.62,Gly,3,0.05,5.79E+01,209.6704,T,100,16,2
78,3.65E+00,3.62,Gly,3,0.05,7.29E+01,263.9704,T,1000,16,2
79,2.83E+00,3.62,Gly,3,0.05,5.66E+01,205.0368,T,0,18,2
80,2.98E+00,3.62,Gly,3,0.05,5.95E+01,215.4624,T,100,18,2
81,2.72E+00,3.62,Gly,3,0.05,5.43E+01,196.566,T,1000,18,2
82,3.10E+00,3.62,Gly,3,0.05,6.21E+01,224.7296,T,0,20,2
83,2.77E+00,3.62,Gly,3,0.05,5.54E+01,200.4032,T,100,20,2
84,3.00E+00,3.62,Gly,3,0.05,5.99E+01,216.9828,T,1000,20,2
85,2.97E+00,3.62,Gly,3,0.05,5.93E+01,214.8108,T,0,22,2
86,3.09E+00,3.62,Gly,3,0.05,6.19E+01,224.0056,T,100,22,2
87,2.88E+00,3.62,Gly,3,0.05,5.77E+01,208.7292,T,1000,22,2
88,2.69E+00,3.62,Gly,3,0.05,5.37E+01,194.394,T,0,24,2
89,2.99E+00,3.62,Gly,3,0.05,5.98E+01,216.3312,T,100,24,2
90,3.04E+00,3.62,Gly,3,0.05,6.08E+01,220.1684,T,1000,24,2
91,3.01E+00,3.62,Gly,3,0.05,6.01E+01,217.6344,M,0,16,2
92,2.86E+00,3.62,Gly,3,0.05,5.72E+01,207.1364,M,100,16,2
93,2.66E+00,3.62,Gly,3,0.05,5.32E+01,192.5116,M,1000,16,2
94,2.97E+00,3.62,Gly,3,0.05,5.93E+01,214.7384,M,0,18,2
95,2.43E+00,3.62,Gly,3,0.05,4.85E+01,175.7148,M,100,18,2
96,2.69E+00,3.62,Gly,3,0.05,5.37E+01,194.5388,M,1000,18,2
97,3.02E+00,3.62,Gly,3,0.05,6.04E+01,218.5032,M,0,20,2
98,3.00E+00,3.62,Gly,3,0.05,5.99E+01,216.838,M,100,20,2
99,2.99E+00,3.62,Gly,3,0.05,5.99E+01,216.7656,M,1000,20,2
100,2.93E+00,3.62,Gly,3,0.05,5.86E+01,211.9872,M,0,22,2
101,2.67E+00,3.62,Gly,3,0.05,5.33E+01,193.0184,M,100,22,2
102,3.98E+00,3.62,Gly,3,0.05,7.96E+01,288.0072,M,1000,22,2
103,2.85E+00,3.62,Gly,3,0.05,5.70E+01,206.34,M,0,24,2
104,2.95E+00,3.62,Gly,3,0.05,5.89E+01,213.218,M,100,24,2
105,2.98E+00,3.62,Gly,3,0.05,5.95E+01,215.4624,M,1000,24,2
106,3.38E+00,3.62,Gly,3,0.05,6.76E+01,244.6396,E,0,16,2
107,3.18E+00,3.62,Gly,3,0.05,6.35E+01,229.87,E,100,16,2
108,3.28E+00,3.62,Gly,3,0.05,6.56E+01,237.3996,E,1000,16,2
109,3.31E+00,3.62,Gly,3,0.05,6.63E+01,239.8612,E,0,18,2
110,3.11E+00,3.62,Gly,3,0.05,6.23E+01,225.4536,E,100,18,2
111,2.59E+00,3.62,Gly,3,0.05,5.17E+01,187.154,E,1000,18,2
112,2.80E+00,3.62,Gly,3,0.05,5.60E+01,202.8648,E,0,20,2
113,3.21E+00,3.62,Gly,3,0.05,6.41E+01,232.1144,E,100,20,2
114,3.17E+00,3.62,Gly,3,0.05,6.35E+01,229.7976,E,1000,20,2
115,3.00E+00,3.62,Gly,3,0.05,5.99E+01,216.9104,E,0,22,2
116,3.08E+00,3.62,Gly,3,0.05,6.16E+01,222.8472,E,100,22,2
117,3.53E+00,3.62,Gly,3,0.05,7.07E+01,255.8616,E,1000,22,2
118,2.95E+00,3.62,Gly,3,0.05,5.91E+01,213.8696,E,0,24,2
119,3.22E+00,3.62,Gly,3,0.05,6.44E+01,232.9832,E,100,24,2
120,3.13E+00,3.62,Gly,3,0.05,6.25E+01,226.3948,E,1000,24,2
M0,4.96E+01,4.09,Gln,3,0.05,9.92E+02,4056.462,,,,
M0,4.58E+01,4.09,Gln,3,0.05,9.17E+02,3748.894,,,,
61,1.79E+01,4.09,Gln,3,0.05,3.58E+02,1465.038,TM,0,16,2
62,1.59E+01,4.09,Gln,3,0.05,3.17E+02,1298.166,TM,100,16,2
63,1.67E+01,4.09,Gln,3,0.05,3.34E+02,1366.878,TM,1000,16,2
64,1.71E+01,4.09,Gln,3,0.05,3.42E+02,1397.962,TM,0,18,2
65,1.74E+01,4.09,Gln,3,0.05,3.48E+02,1421.684,TM,100,18,2
66,1.71E+01,4.09,Gln,3,0.05,3.42E+02,1397.144,TM,1000,18,2
67,2.76E+01,4.09,Gln,3,0.05,5.52E+02,2259.316,TM,0,20,2
68,1.58E+01,4.09,Gln,3,0.05,3.16E+02,1292.44,TM,100,20,2
69,1.54E+01,4.09,Gln,3,0.05,3.09E+02,1262.992,TM,1000,20,2
70,1.56E+01,4.09,Gln,3,0.05,3.12E+02,1276.898,TM,0,22,2
71,1.50E+01,4.09,Gln,3,0.05,3.00E+02,1228.636,TM,100,22,2
72,1.35E+01,4.09,Gln,3,0.05,2.70E+02,1102.664,TM,1000,22,2
73,2.67E+01,4.09,Gln,3,0.05,5.34E+02,2184.06,TM,0,24,2
74,1.43E+01,4.09,Gln,3,0.05,2.85E+02,1166.468,TM,100,24,2
75,1.45E+01,4.09,Gln,3,0.05,2.89E+02,1182.828,TM,1000,24,2
76,1.28E+01,4.09,Gln,3,0.05,2.57E+02,1050.312,T,0,16,2
77,1.31E+01,4.09,Gln,3,0.05,2.62E+02,1073.216,T,100,16,2
