"batch","amino_acid","sample","ratio","condition","ratio_sample_is","ratio_adj","concentration_sample_uM","cell_line","dox_conc","timepoint","replicate","mean_m0","ratio_to_m0","AA_concentration_mM","AA_concentration_uM","mean_glc_m0","correction_factor","final_concentration","final_concentration_uM","concentration_sample_mM","keep_manual_inspection","mean_concentration_mM","substraction","interval","mean_auc","CORE_value"
4,"Met","159",2.32,4.74,0.05,46.4,219.936,"M",1000,20,3,254.064,0.865671641791045,0.11570469,115.70469,NA,NA,100.162268955224,100.162268955224,0.219936,"y",0.254064,-5.11919999999999e-05,26,8015331.07929134,-6.38676050852861e-12
4,"Met","160",2.31,4.74,0.05,46.2,218.988,"M",0,22,3,254.064,0.861940298507463,0.11570469,115.70469,NA,NA,99.7305350373134,99.7305350373134,0.218988,"y",0.254064,-5.2614e-05,28,9122357.54912758,-5.76758800744789e-12
4,"Met","161",2.47,4.74,0.05,49.4,234.156,"M",100,22,3,254.064,0.921641791044776,0.11570469,115.70469,NA,NA,106.638277723881,106.638277723881,0.234156,"y",0.254064,-2.98619999999999e-05,28,9122357.54912758,-3.27349589611907e-12
4,"Met","162",2.43,4.74,0.05,48.6,230.364,"M",1000,22,3,254.064,0.906716417910448,0.11570469,115.70469,NA,NA,104.911342052239,104.911342052239,0.230364,"y",0.254064,-3.55499999999999e-05,28,9122357.54912758,-3.89701892395127e-12
4,"Met","163",2.34,4.74,0.05,46.8,221.832,"M",0,24,3,254.064,0.873134328358209,0.11570469,115.70469,NA,NA,101.025736791045,101.025736791045,0.221832,"y",0.254064,-4.83479999999999e-05,30,10336548.2777019,-4.677383465068e-12
4,"Met","164",2.25,4.74,0.05,45,213.3,"M",100,24,3,254.064,0.83955223880597,0.11570469,115.70469,NA,NA,97.1401315298507,97.1401315298507,0.2133,"y",0.254064,-6.11459999999999e-05,30,10336548.2777019,-5.91551438229188e-12
4,"Met","165",2.33,4.74,0.05,46.6,220.884,"M",1000,24,3,254.064,0.869402985074627,0.11570469,115.70469,NA,NA,100.594002873134,100.594002873134,0.220884,"y",0.254064,-4.97699999999999e-05,30,10336548.2777019,-4.81495356698176e-12
4,"Met","166",2.4,4.74,0.05,48,227.52,"E",0,16,3,254.064,0.895522388059702,0.11570469,115.70469,NA,NA,103.616140298507,103.616140298507,0.22752,"y",0.254064,-3.98159999999999e-05,22,6085415.94208765,-6.54285596562537e-12
4,"Met","167",2.42,4.74,0.05,48.4,229.416,"E",100,16,3,254.064,0.902985074626866,0.11570469,115.70469,NA,NA,104.479608134328,104.479608134328,0.229416,"y",0.254064,-3.69719999999999e-05,22,6085415.94208765,-6.07550911093784e-12
4,"Met","168",2.58,4.74,0.05,51.6,244.584,"E",1000,16,3,254.064,0.962686567164179,0.11570469,115.70469,NA,NA,111.387350820896,111.387350820896,0.244584,"y",0.254064,-1.42199999999999e-05,22,6085415.94208765,-2.33673427343763e-12
4,"Met","169",2.17,4.74,0.05,43.4,205.716,"E",0,18,3,254.064,0.809701492537313,0.11570469,115.70469,NA,NA,93.6862601865672,93.6862601865672,0.205716,"y",0.254064,-7.25219999999999e-05,24,7005915.22298741,-1.03515383346411e-11
4,"Met","170",2.53,4.74,0.05,50.6,239.844,"E",100,18,3,254.064,0.944029850746269,0.11570469,115.70469,NA,NA,109.228681231343,109.228681231343,0.239844,"y",0.254064,-2.13299999999999e-05,24,7005915.22298741,-3.04457009842385e-12
4,"Met","171",2.31,4.74,0.05,46.2,218.988,"E",1000,18,3,254.064,0.861940298507463,0.11570469,115.70469,NA,NA,99.7305350373134,99.7305350373134,0.218988,"y",0.254064,-5.2614e-05,24,7005915.22298741,-7.50993957611218e-12
4,"Met","172",2.55,4.74,0.05,51,241.74,"E",0,20,3,254.064,0.951492537313433,0.11570469,115.70469,NA,NA,110.092149067164,110.092149067164,0.24174,"y",0.254064,-1.84859999999999e-05,26,8015331.07929134,-2.30633018363532e-12
4,"Met","173",2.14,4.74,0.05,42.8,202.872,"E",100,20,3,254.064,0.798507462686567,0.11570469,115.70469,NA,NA,92.3910584328358,92.3910584328358,0.202872,"y",0.254064,-7.67879999999999e-05,26,8015331.07929134,-9.58014076279292e-12
4,"Met","174",2.28,4.74,0.05,45.6,216.144,"E",1000,20,3,254.064,0.850746268656716,0.11570469,115.70469,NA,NA,98.4353332835821,98.4353332835821,0.216144,"y",0.254064,-5.68799999999999e-05,26,8015331.07929134,-7.09640056503179e-12
4,"Met","175",2.19,4.74,0.05,43.8,207.612,"E",0,22,3,254.064,0.817164179104478,0.11570469,115.70469,NA,NA,94.5497280223881,94.5497280223881,0.207612,"y",0.254064,-6.9678e-05,28,9122357.54912758,-7.6381570909445e-12
4,"Met","176",2.09,4.74,0.05,41.8,198.132,"E",100,22,3,254.064,0.779850746268657,0.11570469,115.70469,NA,NA,90.2323888432836,90.2323888432836,0.198132,"y",0.254064,-8.38979999999999e-05,28,9122357.54912758,-9.19696466052501e-12
4,"Met","177",2.22,4.74,0.05,44.4,210.456,"E",1000,22,3,254.064,0.828358208955224,0.11570469,115.70469,NA,NA,95.8449297761194,95.8449297761194,0.210456,"y",0.254064,-6.5412e-05,28,9122357.54912758,-7.17051482007035e-12
4,"Met","178",2.07,4.74,0.05,41.4,196.236,"E",0,24,3,254.064,0.772388059701492,0.11570469,115.70469,NA,NA,89.3689210074627,89.3689210074627,0.196236,"y",0.254064,-8.67419999999999e-05,30,10336548.2777019,-8.39177621673965e-12
4,"Met","179",2.01,4.74,0.05,40.2,190.548,"E",100,24,3,254.064,0.75,0.11570469,115.70469,NA,NA,86.7785175,86.7785175,0.190548,"y",0.254064,-9.52739999999999e-05,30,10336548.2777019,-9.21719682822223e-12
4,"Met","180",2.02,4.74,0.05,40.4,191.496,"E",1000,24,3,254.064,0.753731343283582,0.11570469,115.70469,NA,NA,87.2102514179105,87.2102514179105,0.191496,"y",0.254064,-9.38519999999999e-05,30,10336548.2777019,-9.07962672630847e-12
4,"Pro","121",1.53,4.54,0.05,30.6,138.8332,"TM",0,16,3,128.9814,1.07638155579021,0.15,150,NA,NA,161.457233368532,161.457233368532,0.1388332,"y",0.1289814,1.47777e-05,22,6085415.94208765,2.42837961129251e-12
4,"Pro","122",1.36,4.54,0.05,27.2,123.5788,"TM",100,16,3,128.9814,0.958113340373108,0.15,150,NA,NA,143.717001055966,143.717001055966,0.1235788,"y",0.1289814,-8.10389999999999e-06,22,6085415.94208765,-1.33169204490234e-12
4,"Pro","123",1.36,4.54,0.05,27.2,123.3064,"TM",1000,16,3,128.9814,0.956001407954945,0.15,150,NA,NA,143.400211193242,143.400211193242,0.1233064,"y",0.1289814,-8.5125e-06,22,6085415.94208765,-1.3988361816201e-12
4,"Pro","124",1.6,4.54,0.05,31.9,144.9168,"TM",0,18,3,128.9814,1.12354804646251,0.15,150,NA,NA,168.532206969377,168.532206969377,0.1449168,"y",0.1289814,2.39031e-05,24,7005915.22298741,3.41184545333499e-12
4,"Pro","125",1.51,4.54,0.05,30.1,136.8356,"TM",100,18,3,128.9814,1.06089405139036,0.15,150,NA,NA,159.134107708553,159.134107708553,0.1368356,"y",0.1289814,1.17813e-05,24,7005915.22298741,1.68162183312523e-12
4,"Pro","126",1.52,4.54,0.05,30.5,138.2884,"TM",1000,18,3,128.9814,1.07215769095389,0.15,150,NA,NA,160.823653643083,160.823653643083,0.1382884,"y",0.1289814,1.39605e-05,24,7005915.22298741,1.99267327046631e-12
4,"Pro","127",1.59,4.54,0.05,31.8,144.4628,"TM",0,20,3,128.9814,1.12002815909891,0.15,150,NA,NA,168.004223864836,168.004223864836,0.1444628,"y",0.1289814,2.32221e-05,26,8015331.07929134,2.89721032983869e-12
4,"Pro","128",1.66,4.54,0.05,33.1,150.274,"TM",100,20,3,128.9814,1.16508271735304,0.15,150,NA,NA,174.762407602957,174.762407602957,0.150274,"y",0.1289814,3.19389e-05,26,8015331.07929134,3.98472623077521e-12
4,"Pro","129",1.48,4.54,0.05,29.7,134.7472,"TM",1000,20,3,128.9814,1.04470256951778,0.15,150,NA,NA,156.705385427666,156.705385427666,0.1347472,"y",0.1289814,8.64869999999998e-06,26,8015331.07929134,1.07901968296045e-12
4,"Pro","130",1.68,4.54,0.05,33.5,152.1808,"TM",0,22,3,128.9814,1.17986624428018,0.15,150,NA,NA,176.979936642027,176.979936642027,0.1521808,"y",0.1289814,3.47991e-05,28,9122357.54912758,3.81470467613145e-12
4,"Pro","131",1.56,4.54,0.05,31.2,141.4664,"TM",100,22,3,128.9814,1.09679690249912,0.15,150,NA,NA,164.519535374868,164.519535374868,0.1414664,"y",0.1289814,1.87275e-05,28,9122357.54912758,2.05292326014902e-12
4,"Pro","132",1.71,4.54,0.05,34.2,155.3588,"TM",1000,22,3,128.9814,1.20450545582541,0.15,150,NA,NA,180.675818373812,180.675818373812,0.1553588,"y",0.1289814,3.95661e-05,28,9122357.54912758,4.33726696053302e-12
4,"Pro","133",1.61,4.54,0.05,32.3,146.4604,"TM",0,24,3,128.9814,1.13551566349877,0.15,150,NA,NA,170.327349524815,170.327349524815,0.1464604,"y",0.1289814,2.62185e-05,30,10336548.2777019,2.53648503307035e-12
4,"Pro","134",1.55,4.54,0.05,31.1,141.0124,"TM",100,24,3,128.9814,1.09327701513552,0.15,150,NA,NA,163.991552270327,163.991552270327,0.1410124,"y",0.1289814,1.80465e-05,30,10336548.2777019,1.74589229548999e-12
4,"Pro","135",1.52,4.54,0.05,30.4,137.9252,"TM",1000,24,3,128.9814,1.06934178106301,0.15,150,NA,NA,160.401267159451,160.401267159451,0.1379252,"y",0.1289814,1.34157e-05,30,10336548.2777019,1.29788974419444e-12
4,"Pro","136",1.52,4.54,0.05,30.3,137.562,"T",0,16,3,128.9814,1.06652587117212,0.15,150,NA,NA,159.978880675818,159.978880675818,0.137562,"y",0.1289814,1.28709e-05,22,6085415.94208765,2.1150403066096e-12
4,"Pro","137",1.47,4.54,0.05,29.4,133.6576,"T",100,16,3,128.9814,1.03625483984513,0.15,150,NA,NA,155.438225976769,155.438225976769,0.1336576,"y",0.1289814,7.01430000000003e-06,22,6085415.94208765,1.15264101365497e-12
4,"Pro","138",1.43,4.54,0.05,28.6,129.6624,"T",1000,16,3,128.9814,1.00527983104541,0.15,150,NA,NA,150.791974656811,150.791974656811,0.1296624,"y",0.1289814,1.02149999999998e-06,22,6085415.94208765,1.67860341794409e-13
4,"Pro","139",1.47,4.54,0.05,29.4,133.476,"T",0,18,3,128.9814,1.03484688489968,0.15,150,NA,NA,155.227032734952,155.227032734952,0.133476,"y",0.1289814,6.74190000000002e-06,24,7005915.22298741,9.62315384273975e-13
4,"Pro","140",1.43,4.54,0.05,28.6,129.6624,"T",100,18,3,128.9814,1.00527983104541,0.15,150,NA,NA,150.791974656811,150.791974656811,0.1296624,"y",0.1289814,1.02149999999998e-06,24,7005915.22298741,1.45805361253629e-13
4,"Pro","141",1.55,4.54,0.05,31,140.6492,"T",1000,18,3,128.9814,1.09046110524463,0.15,150,NA,NA,163.569165786695,163.569165786695,0.1406492,"y",0.1289814,1.75017e-05,24,7005915.22298741,2.49813185614557e-12
4,"Pro","142",1.43,4.54,0.05,28.6,129.844,"T",0,20,3,128.9814,1.00668778599085,0.15,150,NA,NA,151.003167898627,151.003167898627,0.129844,"y",0.1289814,1.29389999999999e-06,26,8015331.07929134,1.61428141545263e-13
4,"Pro","143",1.49,4.54,0.05,29.9,135.6552,"T",100,20,3,128.9814,1.05174234424498,0.15,150,NA,NA,157.761351636748,157.761351636748,0.1356552,"y",0.1289814,1.00107e-05,26,8015331.07929134,1.24894404248178e-12
4,"Pro","144",1.57,4.54,0.05,31.3,142.2836,"T",1000,20,3,128.9814,1.10313269975361,0.15,150,NA,NA,165.469904963041,165.469904963041,0.1422836,"y",0.1289814,1.99533e-05,26,8015331.07929134,2.4893918669875e-12
4,"Pro","145",1.47,4.54,0.05,29.3,133.1128,"T",0,22,3,128.9814,1.0320309750088,0.15,150,NA,NA,154.80464625132,154.80464625132,0.1331128,"y",0.1289814,6.19710000000001e-06,28,9122357.54912758,6.7933096972204e-13
4,"Pro","146",1.56,4.54,0.05,31.1,141.3756,"T",100,22,3,128.9814,1.0960929250264,0.15,150,NA,NA,164.41393875396,164.41393875396,0.1413756,"y",0.1289814,1.85913e-05,28,9122357.54912758,2.03799290916612e-12
4,"Pro","147",1.45,4.54,0.05,29.1,131.9324,"T",1000,22,3,128.9814,1.02287926786343,0.15,150,NA,NA,153.431890179514,153.431890179514,0.1319324,"y",0.1289814,4.42650000000001e-06,28,9122357.54912758,4.85236406944315e-13
4,"Pro","148",1.57,4.54,0.05,31.3,142.102,"T",0,24,3,128.9814,1.10172474480817,0.15,150,NA,NA,165.258711721225,165.258711721225,0.142102,"y",0.1289814,1.96809e-05,30,10336548.2777019,1.90401084300606e-12
4,"Pro","149",1.56,4.54,0.05,31.2,141.8296,"T",100,24,3,128.9814,1.09961281239,0.15,150,NA,NA,164.941921858501,164.941921858501,0.1418296,"y",0.1289814,1.92723e-05,30,10336548.2777019,1.86448120612704e-12
4,"Pro","150",1.56,4.54,0.05,31.3,141.9204,"T",1000,24,3,128.9814,1.10031678986272,0.15,150,NA,NA,165.047518479409,165.047518479409,0.1419204,"y",0.1289814,1.94085e-05,30,10336548.2777019,1.87765775175338e-12
4,"Pro","151",1.56,4.54,0.05,31.2,141.8296,"M",0,16,3,128.9814,1.09961281239,0.15,150,NA,NA,164.941921858501,164.941921858501,0.1418296,"y",0.1289814,1.92723e-05,22,6085415.94208765,3.16696511518792e-12
4,"Pro","152",1.63,4.54,0.05,32.5,147.55,"M",100,16,3,128.9814,1.14396339317142,0.15,150,NA,NA,171.594508975713,171.594508975713,0.14755,"y",0.1289814,2.78529e-05,22,6085415.94208765,4.57699198626099e-12
4,"Pro","153",1.57,4.54,0.05,31.4,142.7376,"M",1000,16,3,128.9814,1.10665258711721,0.15,150,NA,NA,165.997888067582,165.997888067582,0.1427376,"y",0.1289814,2.06343e-05,22,6085415.94208765,3.39077890424713e-12
4,"Pro","154",1.54,4.54,0.05,30.8,139.832,"M",0,18,3,128.9814,1.08412530799014,0.15,150,NA,NA,162.618796198522,162.618796198522,0.139832,"y",0.1289814,1.62759e-05,24,7005915.22298741,2.3231654226412e-12
4,"Pro","155",1.52,4.54,0.05,30.3,137.7436,"M",100,18,3,128.9814,1.06793382611756,0.15,150,NA,NA,160.190073917635,160.190073917635,0.1377436,"y",0.1289814,1.31433e-05,24,7005915.22298741,1.8760289814634e-12
4,"Pro","156",1.56,4.54,0.05,31.3,142.0112,"M",1000,18,3,128.9814,1.10102076733545,0.15,150,NA,NA,165.153115100317,165.153115100317,0.1420112,"y",0.1289814,1.95447e-05,24,7005915.22298741,2.78974257865283e-12
4,"Pro","157",1.52,4.54,0.05,30.4,137.9252,"M",0,20,3,128.9814,1.06934178106301,0.15,150,NA,NA,160.401267159451,160.401267159451,0.1379252,"y",0.1289814,1.34157e-05,26,8015331.07929134,1.67375494128511e-12
4,"Pro","158",1.53,4.54,0.05,30.7,139.1964,"M",100,20,3,128.9814,1.0791974656811,0.15,150,NA,NA,161.879619852165,161.879619852165,0.1391964,"y",0.1289814,1.53225e-05,26,8015331.07929134,1.91164904461497e-12
4,"Pro","159",1.55,4.54,0.05,30.9,140.4676,"M",1000,20,3,128.9814,1.08905315029919,0.15,150,NA,NA,163.357972544879,163.357972544879,0.1404676,"y",0.1289814,1.72293e-05,26,8015331.07929134,2.14954314794484e-12
4,"Pro","160",1.53,4.54,0.05,30.6,138.924,"M",0,22,3,128.9814,1.07708553326294,0.15,150,NA,NA,161.56282998944,161.56282998944,0.138924,"y",0.1289814,1.49139e-05,28,9122357.54912758,1.63487343262777e-12
4,"Pro","161",1.67,4.54,0.05,33.3,151.2728,"M",100,22,3,128.9814,1.17282646955297,0.15,150,NA,NA,175.923970432946,175.923970432946,0.1512728,"y",0.1289814,3.34371e-05,28,9122357.54912758,3.66540116630243e-12
4,"Pro","162",1.53,4.54,0.05,30.7,139.1964,"M",1000,22,3,128.9814,1.0791974656811,0.15,150,NA,NA,161.879619852165,161.879619852165,0.1391964,"y",0.1289814,1.53225e-05,28,9122357.54912758,1.67966448557647e-12
4,"Pro","163",1.49,4.54,0.05,29.8,135.1104,"M",0,24,3,128.9814,1.04751847940866,0.15,150,NA,NA,157.127771911299,157.127771911299,0.1351104,"y",0.1289814,9.19349999999999e-06,30,10336548.2777019,8.89416829777915e-13
4,"Pro","164",1.66,4.54,0.05,33.2,150.6372,"M",100,24,3,128.9814,1.16789862724393,0.15,150,NA,NA,175.184794086589,175.184794086589,0.1506372,"y",0.1289814,3.24837e-05,30,10336548.2777019,3.14260613188197e-12
4,"Pro","165",1.57,4.54,0.05,31.4,142.7376,"M",1000,24,3,128.9814,1.10665258711721,0.15,150,NA,NA,165.997888067582,165.997888067582,0.1427376,"y",0.1289814,2.06343e-05,30,10336548.2777019,1.99624666239043e-12
4,"Pro","166",1.48,4.54,0.05,29.7,134.6564,"E",0,16,3,128.9814,1.04399859204505,0.15,150,NA,NA,156.599788806758,156.599788806758,0.1346564,"y",0.1289814,8.51249999999998e-06,22,6085415.94208765,1.3988361816201e-12
4,"Pro","167",1.52,4.54,0.05,30.4,138.1068,"E",100,16,3,128.9814,1.07074973600845,0.15,150,NA,NA,160.612460401267,160.612460401267,0.1381068,"y",0.1289814,1.36881e-05,22,6085415.94208765,2.24932858004513e-12
4,"Pro","168",1.52,4.54,0.05,30.4,138.1068,"E",1000,16,3,128.9814,1.07074973600845,0.15,150,NA,NA,160.612460401267,160.612460401267,0.1381068,"y",0.1289814,1.36881e-05,22,6085415.94208765,2.24932858004513e-12
4,"Pro","169",1.44,4.54,0.05,28.7,130.298,"E",0,18,3,128.9814,1.01020767335445,0.15,150,NA,NA,151.531151003168,151.531151003168,0.130298,"y",0.1289814,1.9749e-06,24,7005915.22298741,2.81890365090356e-13
4,"Pro","170",1.51,4.54,0.05,30.2,137.2896,"E",100,18,3,128.9814,1.06441393875396,0.15,150,NA,NA,159.662090813094,159.662090813094,0.1372896,"y",0.1289814,1.24623e-05,24,7005915.22298741,1.77882540729432e-12
4,"Pro","171",1.51,4.54,0.05,30.3,137.3804,"E",1000,18,3,128.9814,1.06511791622668,0.15,150,NA,NA,159.767687434002,159.767687434002,0.1373804,"y",0.1289814,1.25985e-05,24,7005915.22298741,1.79826612212813e-12
4,"Pro","172",1.65,4.54,0.05,33,149.9108,"E",0,20,3,128.9814,1.16226680746216,0.15,150,NA,NA,174.340021119324,174.340021119324,0.1499108,"y",0.1289814,3.13941e-05,26,8015331.07929134,3.91675648696668e-12
4,"Pro","173",1.64,4.54,0.05,32.7,148.6396,"E",100,20,3,128.9814,1.15241112284407,0.15,150,NA,NA,172.86166842661,172.86166842661,0.1486396,"y",0.1289814,2.94873e-05,26,8015331.07929134,3.67886238363682e-12
4,"Pro","174",1.63,4.54,0.05,32.6,147.9132,"E",1000,20,3,128.9814,1.1467793030623,0.15,150,NA,NA,172.016895459345,172.016895459345,0.1479132,"y",0.1289814,2.83977e-05,26,8015331.07929134,3.54292289601975e-12
4,"Pro","175",1.64,4.54,0.05,32.7,148.5488,"E",0,22,3,128.9814,1.15170714537135,0.15,150,NA,NA,172.756071805702,172.756071805702,0.1485488,"y",0.1289814,2.93511e-05,28,9122357.54912758,3.21749063681537e-12
4,"Pro","176",1.55,4.54,0.05,31.1,141.0124,"E",100,22,3,128.9814,1.09327701513552,0.15,150,NA,NA,163.991552270327,163.991552270327,0.1410124,"y",0.1289814,1.80465e-05,28,9122357.54912758,1.97827150523451e-12
4,"Pro","177",1.56,4.54,0.05,31.2,141.7388,"E",1000,22,3,128.9814,1.09890883491728,0.15,150,NA,NA,164.836325237592,164.836325237592,0.1417388,"y",0.1289814,1.91361e-05,28,9122357.54912758,2.09771431309772e-12
4,"Pro","178",1.59,4.54,0.05,31.8,144.5536,"E",0,24,3,128.9814,1.12073213657163,0.15,150,NA,NA,168.109820485744,168.109820485744,0.1445536,"y",0.1289814,2.33583e-05,30,10336548.2777019,2.25977757491722e-12
4,"Pro","179",1.57,4.54,0.05,31.5,142.9192,"E",100,24,3,128.9814,1.10806054206265,0.15,150,NA,NA,166.209081309398,166.209081309398,0.1429192,"y",0.1289814,2.09067e-05,30,10336548.2777019,2.02259975364311e-12
4,"Pro","180",1.56,4.54,0.05,31.2,141.7388,"E",1000,24,3,128.9814,1.09890883491728,0.15,150,NA,NA,164.836325237592,164.836325237592,0.1417388,"y",0.1289814,1.91361e-05,30,10336548.2777019,1.8513046605007e-12
4,"Ser","121",2.15,4.4,0.05,43,189.2,"TM",0,16,3,214.28,0.882956878850103,0.25,250,NA,NA,220.739219712526,220.739219712526,0.1892,"y",0.21428,-3.762e-05,22,6085415.94208765,-6.18199320441097e-12
4,"Ser","122",1.87,4.4,0.05,37.4,164.56,"TM",100,16,3,214.28,0.767967145790554,0.25,250,NA,NA,191.991786447639,191.991786447639,0.16456,"y",0.21428,-7.458e-05,22,6085415.94208765,-1.22555303876919e-11
4,"Ser","123",1.71,4.4,0.05,34.2,150.48,"TM",1000,16,3,214.28,0.702258726899384,0.25,250,NA,NA,175.564681724846,175.564681724846,0.15048,"y",0.21428,-9.57e-05,22,6085415.94208765,-1.57261230638525e-11
4,"Ser","124",1.95,4.4,0.05,39,171.6,"TM",0,18,3,214.28,0.80082135523614,0.25,250,NA,NA,200.205338809035,200.205338809035,0.1716,"y",0.21428,-6.402e-05,24,7005915.22298741,-9.13799239104996e-12
4,"Ser","125",1.95,4.4,0.05,39,171.6,"TM",100,18,3,214.28,0.80082135523614,0.25,250,NA,NA,200.205338809035,200.205338809035,0.1716,"y",0.21428,-6.402e-05,24,7005915.22298741,-9.13799239104996e-12
4,"Ser","126",1.89,4.4,0.05,37.8,166.32,"TM",1000,18,3,214.28,0.776180698151951,0.25,250,NA,NA,194.045174537988,194.045174537988,0.16632,"y",0.21428,-7.194e-05,24,7005915.22298741,-1.02684656765407e-11
4,"Ser","127",1.71,4.4,0.05,34.2,150.48,"TM",0,20,3,214.28,0.702258726899384,0.25,250,NA,NA,175.564681724846,175.564681724846,0.15048,"y",0.21428,-9.57e-05,26,8015331.07929134,-1.193961909412e-11
4,"Ser","128",1.76,4.4,0.05,35.2,154.88,"TM",100,20,3,214.28,0.722792607802875,0.25,250,NA,NA,180.698151950719,180.698151950719,0.15488,"y",0.21428,-8.91e-05,26,8015331.07929134,-1.11161970876289e-11
4,"Ser","129",1.77,4.4,0.05,35.4,155.76,"TM",1000,20,3,214.28,0.726899383983573,0.25,250,NA,NA,181.724845995893,181.724845995893,0.15576,"y",0.21428,-8.778e-05,26,8015331.07929134,-1.09515126863307e-11
4,"Ser","130",1.57,4.4,0.05,31.4,138.16,"TM",0,22,3,214.28,0.64476386036961,0.25,250,NA,NA,161.190965092402,161.190965092402,0.13816,"y",0.21428,-0.00011418,28,9122357.54912758,-1.25165012865473e-11
4,"Ser","131",1.56,4.4,0.05,31.2,137.28,"TM",100,22,3,214.28,0.640657084188912,0.25,250,NA,NA,160.164271047228,160.164271047228,0.13728,"y",0.21428,-0.0001155,28,9122357.54912758,-1.2661200723386e-11
4,"Ser","132",1.62,4.4,0.05,32.4,142.56,"TM",1000,22,3,214.28,0.665297741273101,0.25,250,NA,NA,166.324435318275,166.324435318275,0.14256,"y",0.21428,-0.00010758,28,9122357.54912758,-1.17930041023538e-11
4,"Ser","133",1.49,4.4,0.05,29.8,131.12,"TM",0,24,3,214.28,0.611909650924025,0.25,250,NA,NA,152.977412731006,152.977412731006,0.13112,"y",0.21428,-0.00012474,30,10336548.2777019,-1.20678583071189e-11
4,"Ser","134",1.43,4.4,0.05,28.6,125.84,"TM",100,24,3,214.28,0.587268993839836,0.25,250,NA,NA,146.817248459959,146.817248459959,0.12584,"y",0.21428,-0.00013266,30,10336548.2777019,-1.28340715329677e-11
4,"Ser","135",1.45,4.4,0.05,29,127.6,"TM",1000,24,3,214.28,0.595482546201232,0.25,250,NA,NA,148.870636550308,148.870636550308,0.1276,"y",0.21428,-0.00013002,30,10336548.2777019,-1.25786671243514e-11
4,"Ser","136",1.86,4.4,0.05,37.2,163.68,"T",0,16,3,214.28,0.763860369609856,0.25,250,NA,NA,190.965092402464,190.965092402464,0.16368,"y",0.21428,-7.59e-05,22,6085415.94208765,-1.24724424299519e-11
4,"Ser","137",2.01,4.4,0.05,40.2,176.88,"T",100,16,3,214.28,0.825462012320329,0.25,250,NA,NA,206.365503080082,206.365503080082,0.17688,"y",0.21428,-5.61e-05,22,6085415.94208765,-9.21876179605144e-12
4,"Ser","138",1.85,4.4,0.05,37,162.8,"T",1000,16,3,214.28,0.759753593429158,0.25,250,NA,NA,189.93839835729,189.93839835729,0.1628,"y",0.21428,-7.722e-05,22,6085415.94208765,-1.2689354472212e-11
4,"Ser","139",1.89,4.4,0.05,37.8,166.32,"T",0,18,3,214.28,0.776180698151951,0.25,250,NA,NA,194.045174537988,194.045174537988,0.16632,"y",0.21428,-7.194e-05,24,7005915.22298741,-1.02684656765407e-11
4,"Ser","140",1.79,4.4,0.05,35.8,157.52,"T",100,18,3,214.28,0.735112936344969,0.25,250,NA,NA,183.778234086242,183.778234086242,0.15752,"y",0.21428,-8.514e-05,24,7005915.22298741,-1.21525878190252e-11
4,"Ser","141",1.86,4.4,0.05,37.2,163.68,"T",1000,18,3,214.28,0.763860369609856,0.25,250,NA,NA,190.965092402464,190.965092402464,0.16368,"y",0.21428,-7.59e-05,24,7005915.22298741,-1.0833702319286e-11
4,"Ser","142",1.67,4.4,0.05,33.4,146.96,"T",0,20,3,214.28,0.685831622176591,0.25,250,NA,NA,171.457905544148,171.457905544148,0.14696,"y",0.21428,-0.00010098,26,8015331.07929134,-1.25983566993128e-11
4,"Ser","143",1.66,4.4,0.05,33.2,146.08,"T",100,20,3,214.28,0.681724845995893,0.25,250,NA,NA,170.431211498973,170.431211498973,0.14608,"y",0.21428,-0.0001023,26,8015331.07929134,-1.2763041100611e-11
4,"Ser","144",1.76,4.4,0.05,35.2,154.88,"T",1000,20,3,214.28,0.722792607802875,0.25,250,NA,NA,180.698151950719,180.698151950719,0.15488,"y",0.21428,-8.91e-05,26,8015331.07929134,-1.11161970876289e-11
4,"Ser","145",1.45,4.4,0.05,29,127.6,"T",0,22,3,214.28,0.595482546201232,0.25,250,NA,NA,148.870636550308,148.870636550308,0.1276,"y",0.21428,-0.00013002,28,9122357.54912758,-1.42528945286117e-11
4,"Ser","146",1.7,4.4,0.05,34,149.6,"T",100,22,3,214.28,0.698151950718686,0.25,250,NA,NA,174.537987679671,174.537987679671,0.1496,"y",0.21428,-9.702e-05,28,9122357.54912758,-1.06354086076443e-11
4,"Ser","147",1.51,4.4,0.05,30.2,132.88,"T",1000,22,3,214.28,0.620123203285421,0.25,250,NA,NA,155.030800821355,155.030800821355,0.13288,"y",0.21428,-0.0001221,28,9122357.54912758,-1.33846979075795e-11
4,"Ser","148",1.28,4.4,0.05,25.6,112.64,"T",0,24,3,214.28,0.525667351129363,0.25,250,NA,NA,131.416837782341,131.416837782341,0.11264,"y",0.21428,-0.00015246,30,10336548.2777019,-1.47496045975897e-11
4,"Ser","149",1.42,4.4,0.05,28.4,124.96,"T",100,24,3,214.28,0.583162217659138,0.25,250,NA,NA,145.790554414784,145.790554414784,0.12496,"y",0.21428,-0.00013398,30,10336548.2777019,-1.29617737372758e-11
4,"Ser","150",1.61,4.4,0.05,32.2,141.68,"T",1000,24,3,214.28,0.661190965092402,0.25,250,NA,NA,165.297741273101,165.297741273101,0.14168,"y",0.21428,-0.0001089,30,10336548.2777019,-1.05354318554212e-11
