"batch","amino_acid","sample","ratio","condition","ratio_sample_is","ratio_adj","concentration_sample_uM","cell_line","dox_conc","timepoint","replicate","mean_m0","ratio_to_m0","AA_concentration_mM","AA_concentration_uM","mean_glc_m0","correction_factor","final_concentration","final_concentration_uM","concentration_sample_mM","keep_manual_inspection","mean_concentration_mM","substraction","interval","mean_auc","CORE_value"
2,"Glu","59",3.2,4.49,0.05,64.1,287.6294,"E",100,24,1,129.1324,2.22739916550765,0.05,50,NA,NA,111.369958275382,111.369958275382,0.2876294,"y",0.1291324,0.0002377455,30,10336548.2777019,2.30004730411666e-11
2,"Glu","60",2.26,4.49,0.05,45.1,202.5888,"E",1000,24,1,129.1324,1.56884561891516,0.05,50,NA,NA,78.442280945758,78.442280945758,0.2025888,"y",0.1291324,0.0001101846,30,10336548.2777019,1.06597093187956e-11
2,"Gly","31",3.49,3.62,0.05,69.7,252.4588,"M",0,16,1,235.0828,1.07391438250693,0.25,250,NA,NA,268.478595626732,268.478595626732,0.2524588,"n ",0.2350828,2.6064e-05,22,6085415.94208765,4.28302687080721e-12
2,"Gly","32",2.75,3.62,0.05,55,199.0276,"M",100,16,1,235.0828,0.846627656298121,0.25,250,NA,NA,211.65691407453,211.65691407453,0.1990276,"n ",0.2350828,-5.40828e-05,22,6085415.94208765,-8.88728075692496e-12
2,"Gly","33",2.88,3.62,0.05,57.5,208.15,"M",1000,16,1,235.0828,0.885432707114259,0.25,250,NA,NA,221.358176778565,221.358176778565,0.20815,"n ",0.2350828,-4.03992e-05,22,6085415.94208765,-6.63869164975118e-12
2,"Gly","34",2.75,3.62,0.05,54.9,198.8828,"M",0,18,1,235.0828,0.846011703110564,0.25,250,NA,NA,211.502925777641,211.502925777641,0.1988828,"n ",0.2350828,-5.43e-05,24,7005915.22298741,-7.7505933588568e-12
2,"Gly","35",2.61,3.62,0.05,52.3,189.2536,"M",100,18,1,235.0828,0.805050816137974,0.25,250,NA,NA,201.262704034493,201.262704034493,0.1892536,"n ",0.2350828,-6.87438e-05,24,7005915.22298741,-9.81225119231271e-12
2,"Gly","36",2.47,3.62,0.05,49.4,178.828,"M",1000,18,1,235.0828,0.760702186633816,0.25,250,NA,NA,190.175546658454,190.175546658454,0.178828,"n ",0.2350828,-8.43822e-05,24,7005915.22298741,-1.20444220796635e-11
2,"Gly","37",2.86,3.62,0.05,57.1,206.7744,"M",0,20,1,235.0828,0.879581151832461,0.25,250,NA,NA,219.895287958115,219.895287958115,0.2067744,"n ",0.2350828,-4.24625999999999e-05,26,8015331.07929134,-5.29767262012515e-12
2,"Gly","38",2.69,3.62,0.05,53.8,194.6112,"M",100,20,1,235.0828,0.82784108407761,0.25,250,NA,NA,206.960271019403,206.960271019403,0.1946112,"n ",0.2350828,-6.07074e-05,26,8015331.07929134,-7.57391047225055e-12
2,"Gly","39",2.83,3.62,0.05,56.5,204.6748,"M",1000,20,1,235.0828,0.870649830612873,0.25,250,NA,NA,217.662457653218,217.662457653218,0.2046748,"n ",0.2350828,-4.56119999999999e-05,26,8015331.07929134,-5.69059463031347e-12
2,"Gly","40",2.67,3.62,0.05,53.4,193.2356,"M",0,22,1,235.0828,0.821989528795812,0.25,250,NA,NA,205.497382198953,205.497382198953,0.1932356,"n ",0.2350828,-6.27708e-05,28,9122357.54912758,-6.88098440145038e-12
2,"Gly","41",2.41,3.62,0.05,48.2,174.3392,"M",100,22,1,235.0828,0.741607637819526,0.25,250,NA,NA,185.401909454881,185.401909454881,0.1743392,"n ",0.2350828,-9.11154e-05,28,9122357.54912758,-9.98814171767624e-12
2,"Gly","42",2.6,3.62,0.05,52,188.0952,"M",1000,22,1,235.0828,0.800123190637512,0.25,250,NA,NA,200.030797659378,200.030797659378,0.1880952,"n ",0.2350828,-7.04814e-05,28,9122357.54912758,-7.72622643000224e-12
2,"Gly","43",2.56,3.62,0.05,51.3,185.6336,"M",0,24,1,235.0828,0.78965198644903,0.25,250,NA,NA,197.412996612257,197.412996612257,0.1856336,"n ",0.2350828,-7.41738e-05,30,10336548.2777019,-7.17587709235668e-12
2,"Gly","44",2.64,3.62,0.05,52.8,191.2808,"M",100,24,1,235.0828,0.813674160763782,0.25,250,NA,NA,203.418540190945,203.418540190945,0.1912808,"n ",0.2350828,-6.5703e-05,30,10336548.2777019,-6.35637721943747e-12
2,"Gly","45",2.57,3.62,0.05,51.4,185.9232,"M",1000,24,1,235.0828,0.790883892824145,0.25,250,NA,NA,197.720973206036,197.720973206036,0.1859232,"n ",0.2350828,-7.37394e-05,30,10336548.2777019,-7.133851457848e-12
2,"Gly","46",2.85,3.62,0.05,56.9,205.978,"E",0,16,1,235.0828,0.876193409300893,0.25,250,NA,NA,219.048352325223,219.048352325223,0.205978,"n ",0.2350828,-4.36571999999999e-05,22,6085415.94208765,-7.17407000860207e-12
2,"Gly","47",2.66,3.62,0.05,53.1,192.2944,"E",100,16,1,235.0828,0.817985833076686,0.25,250,NA,NA,204.496458269172,204.496458269172,0.1922944,"n ",0.2350828,-6.41826e-05,22,6085415.94208765,-1.05469536693628e-11
2,"Gly","48",2.73,3.62,0.05,54.6,197.5796,"E",1000,16,1,235.0828,0.840468124422544,0.25,250,NA,NA,210.117031105636,210.117031105636,0.1975796,"n ",0.2350828,-5.62548e-05,22,6085415.94208765,-9.24419966282557e-12
2,"Gly","49",2.54,3.62,0.05,50.8,183.7512,"E",0,18,1,235.0828,0.781644595010779,0.25,250,NA,NA,195.411148752695,195.411148752695,0.1837512,"n ",0.2350828,-7.69974e-05,24,7005915.22298741,-1.09903413828589e-11
2,"Gly","50",2.61,3.62,0.05,52.2,189.1088,"E",100,18,1,235.0828,0.804434862950416,0.25,250,NA,NA,201.108715737604,201.108715737604,0.1891088,"n ",0.2350828,-6.8961e-05,24,7005915.22298741,-9.84325356574814e-12
2,"Gly","51",2.63,3.62,0.05,52.6,190.3396,"E",1000,18,1,235.0828,0.809670465044657,0.25,250,NA,NA,202.417616261164,202.417616261164,0.1903396,"n ",0.2350828,-6.71148e-05,24,7005915.22298741,-9.579733391547e-12
2,"Gly","52",11.2,3.62,0.05,225,813.776,"E",0,20,1,235.0828,3.46165691407453,0.25,250,NA,NA,865.414228518633,865.414228518633,0.813776,"n ",0.2350828,0.0008680398,26,8015331.07929134,1.08297435428799e-10
2,"Gly","53",2.56,3.62,0.05,51.1,185.1268,"E",100,20,1,235.0828,0.787496150292578,0.25,250,NA,NA,196.874037573144,196.874037573144,0.1851268,"n ",0.2350828,-7.4934e-05,26,8015331.07929134,-9.34883403551499e-12
2,"Gly","54",2.71,3.62,0.05,54.1,195.9144,"E",1000,20,1,235.0828,0.83338466276563,0.25,250,NA,NA,208.346165691407,208.346165691407,0.1959144,"n ",0.2350828,-5.87526e-05,26,8015331.07929134,-7.33002784523712e-12
2,"Gly","55",2.93,3.62,0.05,58.6,212.0596,"E",0,22,1,235.0828,0.902063443178318,0.25,250,NA,NA,225.51586079458,225.51586079458,0.2120596,"n ",0.2350828,-3.45348e-05,28,9122357.54912758,-3.78573190252806e-12
2,"Gly","56",2.87,3.62,0.05,57.4,207.7156,"E",100,22,1,235.0828,0.883584847551586,0.25,250,NA,NA,220.896211887897,220.896211887897,0.2077156,"n ",0.2350828,-4.10508e-05,28,9122357.54912758,-4.5000209407409e-12
2,"Gly","57",2.76,3.62,0.05,55.1,199.462,"E",1000,22,1,235.0828,0.848475515860795,0.25,250,NA,NA,212.118878965199,212.118878965199,0.199462,"n ",0.2350828,-5.34312e-05,28,9122357.54912758,-5.8571701133453e-12
2,"Gly","58",2.76,3.62,0.05,55.1,199.462,"E",0,24,1,235.0828,0.848475515860795,0.25,250,NA,NA,212.118878965199,212.118878965199,0.199462,"n ",0.2350828,-5.34312e-05,30,10336548.2777019,-5.16915304456733e-12
2,"Gly","59",2.89,3.62,0.05,57.7,208.9464,"E",100,24,1,235.0828,0.888820449645827,0.25,250,NA,NA,222.205112411457,222.205112411457,0.2089464,"n ",0.2350828,-3.92046e-05,30,10336548.2777019,-3.79281351440814e-12
2,"Gly","60",3.33,3.62,0.05,66.5,240.8024,"E",1000,24,1,235.0828,1.02433015090853,0.25,250,NA,NA,256.082537727133,256.082537727133,0.2408024,"n ",0.2350828,8.57940000000003e-06,30,10336548.2777019,8.30006281546383e-13
2,"Met","31",2.42,4.74,0.05,48.3,229.0368,"M",0,16,1,246.8118,0.9279815632802,0.11570469,115.70469,NA,NA,107.371819105051,107.371819105051,0.2290368,"y",0.2468118,-2.66625e-05,22,6085415.94208765,-4.38137676269557e-12
2,"Met","32",2.41,4.74,0.05,48.2,228.2784,"M",100,16,1,246.8118,0.924908776646822,0.11570469,115.70469,NA,NA,107.0162832802,107.0162832802,0.2282784,"y",0.2468118,-2.78001e-05,22,6085415.94208765,-4.56831550457059e-12
2,"Met","33",2.46,4.74,0.05,49.3,233.5872,"M",1000,16,1,246.8118,0.946418283080469,0.11570469,115.70469,NA,NA,109.505034054158,109.505034054158,0.2335872,"y",0.2468118,-1.98369e-05,22,6085415.94208765,-3.25974431144551e-12
2,"Met","34",2.39,4.74,0.05,47.9,226.9512,"M",0,18,1,246.8118,0.91953140003841,0.11570469,115.70469,NA,NA,106.39409558671,106.39409558671,0.2269512,"y",0.2468118,-2.97909000000001e-05,24,7005915.22298741,-4.25224957079867e-12
2,"Met","35",2.53,4.74,0.05,50.6,239.7492,"M",100,18,1,246.8118,0.971384674476666,0.11570469,115.70469,NA,NA,112.393762631074,112.393762631074,0.2397492,"y",0.2468118,-1.05939e-05,24,7005915.22298741,-1.51213648221719e-12
2,"Met","36",2.34,4.74,0.05,46.8,221.832,"M",1000,18,1,246.8118,0.898790090263107,0.11570469,115.70469,NA,NA,103.994228768965,103.994228768965,0.221832,"y",0.2468118,-3.74697e-05,24,7005915.22298741,-5.34829480623125e-12
2,"Met","37",2.51,4.74,0.05,50.3,238.2324,"M",0,20,1,246.8118,0.96523910120991,0.11570469,115.70469,NA,NA,111.682690981371,111.682690981371,0.2382324,"y",0.2468118,-1.28691e-05,26,8015331.07929134,-1.60556062783845e-12
2,"Met","38",2.28,4.74,0.05,45.6,216.3336,"M",100,20,1,246.8118,0.876512387171116,0.11570469,115.70469,NA,NA,101.416594038794,101.416594038794,0.2163336,"y",0.2468118,-4.57173000000001e-05,26,8015331.07929134,-5.70373195414431e-12
2,"Met","39",2.35,4.74,0.05,47,222.6852,"M",1000,20,1,246.8118,0.902246975225658,0.11570469,115.70469,NA,NA,104.394206571922,104.394206571922,0.2226852,"y",0.2468118,-3.61899e-05,26,8015331.07929134,-4.51508485950149e-12
2,"Met","40",2.22,4.74,0.05,44.3,209.982,"M",0,22,1,246.8118,0.850777799116574,0.11570469,115.70469,NA,NA,98.4389815056655,98.4389815056655,0.209982,"y",0.2468118,-5.52447e-05,28,9122357.54912758,-6.05596740782029e-12
2,"Met","41",2.32,4.74,0.05,46.4,219.8412,"M",100,22,1,246.8118,0.89072402535049,0.11570469,115.70469,NA,NA,103.060947228731,103.060947228731,0.2198412,"y",0.2468118,-4.04559000000001e-05,28,9122357.54912758,-4.43480753545656e-12
2,"Met","42",2.27,4.74,0.05,45.4,215.1012,"M",1000,22,1,246.8118,0.871519108891876,0.11570469,115.70469,NA,NA,100.838848323411,100.838848323411,0.2151012,"y",0.2468118,-4.75659000000001e-05,28,9122357.54912758,-5.21421132024682e-12
2,"Met","43",2.14,4.74,0.05,42.8,202.872,"M",0,24,1,246.8118,0.821970424428654,0.11570469,115.70469,NA,NA,95.1058331476858,95.1058331476858,0.202872,"y",0.2468118,-6.59097e-05,30,10336548.2777019,-6.376374223703e-12
2,"Met","44",2.34,4.74,0.05,46.8,221.6424,"M",100,24,1,246.8118,0.898021893604763,0.11570469,115.70469,NA,NA,103.905344812752,103.905344812752,0.2216424,"y",0.2468118,-3.77541e-05,30,10336548.2777019,-3.65248620581046e-12
2,"Met","45",2.19,4.74,0.05,43.9,207.9912,"M",1000,24,1,246.8118,0.842711734203956,0.11570469,115.70469,NA,NA,97.5056999654311,97.5056999654311,0.2079912,"y",0.2468118,-5.82309000000001e-05,30,10336548.2777019,-5.63349567336867e-12
2,"Met","46",2.26,4.74,0.05,45.2,214.3428,"E",0,16,1,246.8118,0.868446322258498,0.11570469,115.70469,NA,NA,100.48331249856,100.48331249856,0.2143428,"y",0.2468118,-4.87035e-05,22,6085415.94208765,-8.00331488652391e-12
2,"Met","47",2.48,4.74,0.05,49.7,235.4832,"E",100,16,1,246.8118,0.954100249663914,0.11570469,115.70469,NA,NA,110.393873616286,110.393873616286,0.2354832,"y",0.2468118,-1.69929e-05,22,6085415.94208765,-2.79239745675798e-12
2,"Met","48",2.44,4.74,0.05,48.7,230.838,"E",1000,16,1,246.8118,0.935279431534473,0.11570469,115.70469,NA,NA,108.216216689072,108.216216689072,0.230838,"y",0.2468118,-2.39607000000001e-05,22,6085415.94208765,-3.93739725074243e-12
2,"Met","49",2.38,4.74,0.05,47.5,225.15,"E",0,18,1,246.8118,0.912233531784137,0.11570469,115.70469,NA,NA,105.549698002689,105.549698002689,0.22515,"y",0.2468118,-3.24927e-05,24,7005915.22298741,-4.63789511659902e-12
2,"Met","50",2.5,4.74,0.05,49.9,236.526,"E",100,18,1,246.8118,0.958325331284809,0.11570469,115.70469,NA,NA,110.882735375456,110.882735375456,0.236526,"y",0.2468118,-1.54287e-05,24,7005915.22298741,-2.20223903785993e-12
2,"Met","51",2.38,4.74,0.05,47.5,225.2448,"E",1000,18,1,246.8118,0.912617630113309,0.11570469,115.70469,NA,NA,105.594139980795,105.594139980795,0.2252448,"y",0.2468118,-3.23505e-05,24,7005915.22298741,-4.61759798260953e-12
2,"Met","52",2.32,4.74,0.05,46.4,219.7464,"E",0,20,1,246.8118,0.890339927021317,0.11570469,115.70469,NA,NA,103.016505250624,103.016505250624,0.2197464,"y",0.2468118,-4.05981000000001e-05,26,8015331.07929134,-5.06505590329145e-12
2,"Met","53",2.33,4.74,0.05,46.7,221.1684,"E",100,20,1,246.8118,0.896101401958901,0.11570469,115.70469,NA,NA,103.68313492222,103.68313492222,0.2211684,"y",0.2468118,-3.84651000000001e-05,26,8015331.07929134,-4.79894088210276e-12
2,"Met","54",2.38,4.74,0.05,47.7,225.9084,"E",1000,20,1,246.8118,0.915306318417515,0.11570469,115.70469,NA,NA,105.90523382754,105.90523382754,0.2259084,"y",0.2468118,-3.13551e-05,26,8015331.07929134,-3.91189081147378e-12
2,"Met","55",2.38,4.74,0.05,47.6,225.8136,"E",0,22,1,246.8118,0.914922220088343,0.11570469,115.70469,NA,NA,105.860791849433,105.860791849433,0.2258136,"y",0.2468118,-3.14973e-05,28,9122357.54912758,-3.45275876662084e-12
2,"Met","56",2.27,4.74,0.05,45.4,215.0064,"E",100,22,1,246.8118,0.871135010562704,0.11570469,115.70469,NA,NA,100.794406345304,100.794406345304,0.2150064,"y",0.2468118,-4.77081e-05,28,9122357.54912758,-5.22979939594262e-12
2,"Met","57",2.39,4.74,0.05,47.8,226.572,"E",1000,22,1,246.8118,0.917995006721721,0.11570469,115.70469,NA,NA,106.216327674285,106.216327674285,0.226572,"y",0.2468118,-3.03597e-05,28,9122357.54912758,-3.3280541610544e-12
2,"Met","58",2.41,4.74,0.05,48.3,228.8472,"E",0,24,1,246.8118,0.927213366621855,0.11570469,115.70469,NA,NA,107.282935148838,107.282935148838,0.2288472,"y",0.2468118,-2.69469000000001e-05,30,10336548.2777019,-2.60695343126585e-12
2,"Met","59",2.29,4.74,0.05,45.8,217.2816,"E",100,24,1,246.8118,0.880353370462838,0.11570469,115.70469,NA,NA,101.861013819858,101.861013819858,0.2172816,"y",0.2468118,-4.42953000000001e-05,30,10336548.2777019,-4.28530867461378e-12
2,"Met","60",2.31,4.74,0.05,46.3,219.2724,"E",1000,24,1,246.8118,0.888419435375456,0.11570469,115.70469,NA,NA,102.794295360092,102.794295360092,0.2192724,"y",0.2468118,-4.13091e-05,30,10336548.2777019,-3.99641146059487e-12
2,"Phe","31",2.11,4.64,0.05,42.1,195.5296,"M",0,16,1,204.0672,0.958162801273306,0.2150303,215.0303,NA,NA,206.034034606639,206.034034606639,0.1955296,"y",0.2040672,-1.28064e-05,22,6085415.94208765,-2.10444119545371e-12
2,"Phe","32",2.04,4.64,0.05,40.8,189.4048,"M",100,16,1,204.0672,0.928149158708504,0.2150303,215.0303,NA,NA,199.580192041837,199.580192041837,0.1894048,"y",0.2040672,-2.19936e-05,22,6085415.94208765,-3.61414900958355e-12
2,"Phe","33",2.08,4.64,0.05,41.5,192.7456,"M",1000,16,1,204.0672,0.944520236471123,0.2150303,215.0303,NA,NA,203.100469804457,203.100469804457,0.1927456,"y",0.2040672,-1.69824e-05,22,6085415.94208765,-2.79067202005818e-12
2,"Phe","34",1.99,4.64,0.05,39.9,185.0432,"M",0,18,1,204.0672,0.906775807185084,0.2150303,215.0303,NA,NA,194.984273851751,194.984273851751,0.1850432,"y",0.2040672,-2.8536e-05,24,7005915.22298741,-4.07312950438927e-12
2,"Phe","35",2.03,4.64,0.05,40.5,188.1056,"M",100,18,1,204.0672,0.921782628467485,0.2150303,215.0303,NA,NA,198.211195134152,198.211195134152,0.1881056,"y",0.2040672,-2.39424e-05,24,7005915.22298741,-3.41745499880466e-12
2,"Phe","36",1.87,4.64,0.05,37.4,173.7216,"M",1000,18,1,204.0672,0.851296043656207,0.2150303,215.0303,NA,NA,183.054443656207,183.054443656207,0.1737216,"y",0.2040672,-4.55184e-05,24,7005915.22298741,-6.49713828261119e-12
2,"Phe","37",2.02,4.64,0.05,40.3,187.1776,"M",0,20,1,204.0672,0.917235106866758,0.2150303,215.0303,NA,NA,197.233340200091,197.233340200091,0.1871776,"y",0.2040672,-2.53344e-05,26,8015331.07929134,-3.16074280018885e-12
2,"Phe","38",1.96,4.64,0.05,39.2,181.888,"M",100,20,1,204.0672,0.89131423374261,0.2150303,215.0303,NA,NA,191.659567075944,191.659567075944,0.181888,"y",0.2040672,-3.32688e-05,26,8015331.07929134,-4.15064576508316e-12
2,"Phe","39",2.06,4.64,0.05,41.3,191.4464,"M",1000,20,1,204.0672,0.938153706230105,0.2150303,215.0303,NA,NA,201.731472896771,201.731472896771,0.1914464,"y",0.2040672,-1.89312e-05,26,8015331.07929134,-2.36187374080045e-12
2,"Phe","40",1.97,4.64,0.05,39.5,183.0944,"M",0,22,1,204.0672,0.897226011823556,0.2150303,215.0303,NA,NA,192.930778490223,192.930778490223,0.1830944,"y",0.2040672,-3.14592e-05,28,9122357.54912758,-3.4485822146939e-12
2,"Phe","41",1.92,4.64,0.05,38.4,178.2688,"M",100,22,1,204.0672,0.873578899499773,0.2150303,215.0303,NA,NA,187.845932833106,187.845932833106,0.1782688,"y",0.2040672,-3.86976e-05,28,9122357.54912758,-4.24206130834028e-12
2,"Phe","42",1.86,4.64,0.05,37.2,172.7008,"M",1000,22,1,204.0672,0.846293769895407,0.2150303,215.0303,NA,NA,181.97880322874,181.97880322874,0.1727008,"y",0.2040672,-4.70496e-05,28,9122357.54912758,-5.1576141087015e-12
2,"Phe","43",1.95,4.64,0.05,39,181.1456,"M",0,24,1,204.0672,0.887676216462028,0.2150303,215.0303,NA,NA,190.877283128695,190.877283128695,0.1811456,"y",0.2040672,-3.43824e-05,30,10336548.2777019,-3.32629414348792e-12
2,"Phe","44",1.8,4.64,0.05,36,167.2256,"M",100,24,1,204.0672,0.819463392451114,0.2150303,215.0303,NA,NA,176.209459117781,176.209459117781,0.1672256,"y",0.2040672,-5.52624e-05,30,10336548.2777019,-5.34631082981663e-12
2,"Phe","45",1.88,4.64,0.05,37.6,174.464,"M",1000,24,1,204.0672,0.854934060936789,0.2150303,215.0303,NA,NA,183.836727603456,183.836727603456,0.174464,"y",0.2040672,-4.44048e-05,30,10336548.2777019,-4.2959021529257e-12
2,"Phe","46",2.07,4.64,0.05,41.4,191.9104,"E",0,16,1,204.0672,0.940427467030468,0.2150303,215.0303,NA,NA,202.220400363802,202.220400363802,0.1919104,"y",0.2040672,-1.82352e-05,22,6085415.94208765,-2.99654126743952e-12
2,"Phe","47",1.98,4.64,0.05,39.5,183.3728,"E",100,16,1,204.0672,0.898590268303774,0.2150303,215.0303,NA,NA,193.224134970441,193.224134970441,0.1833728,"y",0.2040672,-3.10416e-05,22,6085415.94208765,-5.10098246289323e-12
2,"Phe","48",2.08,4.64,0.05,41.5,192.7456,"E",1000,16,1,204.0672,0.944520236471123,0.2150303,215.0303,NA,NA,203.100469804457,203.100469804457,0.1927456,"y",0.2040672,-1.69824e-05,22,6085415.94208765,-2.79067202005818e-12
2,"Phe","49",1.97,4.64,0.05,39.4,182.816,"E",0,18,1,204.0672,0.895861755343338,0.2150303,215.0303,NA,NA,192.637422010005,192.637422010005,0.182816,"y",0.2040672,-3.18768e-05,24,7005915.22298741,-4.549983690269e-12
2,"Phe","50",1.94,4.64,0.05,38.9,180.3104,"E",100,18,1,204.0672,0.883583447021373,0.2150303,215.0303,NA,NA,189.99721368804,189.99721368804,0.1803104,"y",0.2040672,-3.56352e-05,24,7005915.22298741,-5.08644464938369e-12
2,"Phe","51",1.96,4.64,0.05,39.2,181.9808,"E",1000,18,1,204.0672,0.891768985902683,0.2150303,215.0303,NA,NA,191.75735256935,191.75735256935,0.1819808,"y",0.2040672,-3.31296e-05,24,7005915.22298741,-4.72880400997389e-12
2,"Phe","52",2,4.64,0.05,40,185.4144,"E",0,20,1,204.0672,0.908594815825375,0.2150303,215.0303,NA,NA,195.375415825375,195.375415825375,0.1854144,"y",0.2040672,-2.79792e-05,26,8015331.07929134,-3.49071045515362e-12
2,"Phe","53",1.95,4.64,0.05,39,181.1456,"E",100,20,1,204.0672,0.887676216462028,0.2150303,215.0303,NA,NA,190.877283128695,190.877283128695,0.1811456,"y",0.2040672,-3.43824e-05,26,8015331.07929134,-4.28957951454201e-12
2,"Phe","54",1.94,4.64,0.05,38.7,179.7536,"E",1000,20,1,204.0672,0.880854934060937,0.2150303,215.0303,NA,NA,189.410500727603,189.410500727603,0.1797536,"y",0.2040672,-3.64704e-05,26,8015331.07929134,-4.55008029477735e-12
2,"Phe","55",1.87,4.64,0.05,37.3,173.1648,"E",0,22,1,204.0672,0.848567530695771,0.2150303,215.0303,NA,NA,182.467730695771,182.467730695771,0.1731648,"y",0.2040672,-4.63536e-05,28,9122357.54912758,-5.08131804200473e-12
2,"Phe","56",2.14,4.64,0.05,42.8,198.4992,"E",100,22,1,204.0672,0.972714870395634,0.2150303,215.0303,NA,NA,209.163170395634,209.163170395634,0.1984992,"y",0.2040672,-8.35199999999999e-06,28,9122357.54912758,-9.1555280036121e-13
2,"Phe","57",2.1,4.64,0.05,42,194.6944,"E",1000,22,1,204.0672,0.954070031832651,0.2150303,215.0303,NA,NA,205.153965165985,205.153965165985,0.1946944,"y",0.2040672,-1.40592e-05,28,9122357.54912758,-1.54118054727471e-12
2,"Phe","58",2,4.64,0.05,40.1,185.8784,"E",0,24,1,204.0672,0.910868576625739,0.2150303,215.0303,NA,NA,195.864343292406,195.864343292406,0.1858784,"y",0.2040672,-2.72832e-05,30,10336548.2777019,-2.63948847013617e-12
2,"Phe","59",1.93,4.64,0.05,38.5,178.7328,"E",100,24,1,204.0672,0.875852660300136,0.2150303,215.0303,NA,NA,188.334860300136,188.334860300136,0.1787328,"y",0.2040672,-3.80016e-05,30,10336548.2777019,-3.67643036911823e-12
2,"Phe","60",2.08,4.64,0.05,41.5,192.56,"E",1000,24,1,204.0672,0.943610732150978,0.2150303,215.0303,NA,NA,202.904898817644,202.904898817644,0.19256,"y",0.2040672,-1.72608e-05,30,10336548.2777019,-1.66988046069839e-12
2,"Pro","31",1.6,4.54,0.05,31.9,144.9168,"M",0,16,1,128.1188,1.13111268603827,0.15,150,NA,NA,169.666902905741,169.666902905741,0.1449168,"y",0.1281188,2.5197e-05,22,6085415.94208765,4.14055509759551e-12
2,"Pro","32",1.59,4.54,0.05,31.8,144.2812,"M",100,16,1,128.1188,1.12615166548547,0.15,150,NA,NA,168.922749822821,168.922749822821,0.1442812,"y",0.1281188,2.42436000000001e-05,22,6085415.94208765,3.98388544525407e-12
2,"Pro","33",1.56,4.54,0.05,31.1,141.2848,"M",1000,16,1,128.1188,1.10276399716513,0.15,150,NA,NA,165.41459957477,165.41459957477,0.1412848,"y",0.1281188,1.9749e-05,22,6085415.94208765,3.24529994135865e-12
2,"Pro","34",1.49,4.54,0.05,29.8,135.2012,"M",0,18,1,128.1188,1.05527994330262,0.15,150,NA,NA,158.291991495393,158.291991495393,0.1352012,"y",0.1281188,1.06236e-05,24,7005915.22298741,1.51637575703778e-12
2,"Pro","35",1.57,4.54,0.05,31.4,142.4652,"M",100,18,1,128.1188,1.1119773210489,0.15,150,NA,NA,166.796598157335,166.796598157335,0.1424652,"y",0.1281188,2.15196000000001e-05,24,7005915.22298741,3.07163294374319e-12
2,"Pro","36",1.47,4.54,0.05,29.3,133.2036,"M",1000,18,1,128.1188,1.0396881644224,0.15,150,NA,NA,155.953224663359,155.953224663359,0.1332036,"y",0.1281188,7.62720000000004e-06,24,7005915.22298741,1.08868003069379e-12
2,"Pro","37",1.52,4.54,0.05,30.4,138.1976,"M",0,20,1,128.1188,1.07866761162296,0.15,150,NA,NA,161.800141743444,161.800141743444,0.1381976,"y",0.1281188,1.51182e-05,26,8015331.07929134,1.88616039068678e-12
2,"Pro","38",1.65,4.54,0.05,32.9,149.366,"M",100,20,1,128.1188,1.16583982990787,0.15,150,NA,NA,174.87597448618,174.87597448618,0.149366,"y",0.1281188,3.18708000000001e-05,26,8015331.07929134,3.97623001279916e-12
2,"Pro","39",1.55,4.54,0.05,30.9,140.4676,"M",1000,20,1,128.1188,1.09638554216867,0.15,150,NA,NA,164.457831325301,164.457831325301,0.1404676,"y",0.1281188,1.85232e-05,26,8015331.07929134,2.31097128949011e-12
2,"Pro","40",1.52,4.54,0.05,30.3,137.562,"M",0,22,1,128.1188,1.07370659107016,0.15,150,NA,NA,161.055988660524,161.055988660524,0.137562,"y",0.1281188,1.41648000000001e-05,28,9122357.54912758,1.55275650222181e-12
2,"Pro","41",1.54,4.54,0.05,30.8,139.832,"M",100,22,1,128.1188,1.09142452161588,0.15,150,NA,NA,163.713678242381,163.713678242381,0.139832,"y",0.1281188,1.75698e-05,28,9122357.54912758,1.92601527679435e-12
2,"Pro","42",1.55,4.54,0.05,31.1,141.0124,"M",1000,22,1,128.1188,1.10063784549965,0.15,150,NA,NA,165.095676824947,165.095676824947,0.1410124,"y",0.1281188,1.93404e-05,28,9122357.54912758,2.12010983957208e-12
2,"Pro","43",1.6,4.54,0.05,32,145.3708,"M",0,24,1,128.1188,1.13465627214741,0.15,150,NA,NA,170.198440822112,170.198440822112,0.1453708,"y",0.1281188,2.5878e-05,30,10336548.2777019,2.50354366900451e-12
2,"Pro","44",1.65,4.54,0.05,33.1,150.0924,"M",100,24,1,128.1188,1.17150956768249,0.15,150,NA,NA,175.726435152374,175.726435152374,0.1500924,"y",0.1281188,3.29604e-05,30,10336548.2777019,3.18872404157416e-12
2,"Pro","45",1.62,4.54,0.05,32.4,147.2776,"M",1000,24,1,128.1188,1.14953933380581,0.15,150,NA,NA,172.430900070872,172.430900070872,0.1472776,"y",0.1281188,2.87382e-05,30,10336548.2777019,2.78025112715764e-12
2,"Pro","46",1.42,4.54,0.05,28.4,128.7544,"E",0,16,1,128.1188,1.0049610205528,0.15,150,NA,NA,150.74415308292,150.74415308292,0.1287544,"y",0.1281188,9.53400000000021e-07,22,6085415.94208765,1.56669652341455e-13
2,"Pro","47",1.4,4.54,0.05,27.9,126.8476,"E",100,16,1,128.1188,0.990077958894401,0.15,150,NA,NA,148.51169383416,148.51169383416,0.1268476,"y",0.1281188,-1.90679999999996e-06,22,6085415.94208765,-3.13339304682897e-13
